Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Rec,Matches
1532,Julien López,dz ALG,"FW,MF",Paris FC,fr Ligue 1,33,1992,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1533,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27,1997,21.8,,,,,,,,,,,,,,,,,,,,,Matches
1534,Pau López,es ESP,GK,Real Betis,es La Liga,30,1994,9.0,,,,,,,,,,,,,,,,,,,,,Matches
1535,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,29,1995,17.9,,,,,,,,,,,,,,,,,,,,,Matches
1536,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1537,Lorran,br BRA,FW,Pisa,it Serie A,19,2006,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1538,Iker Losada,es ESP,MF,Levante,es La Liga,23,2001,10.0,,,,,,,,,,,,,,,,,,,,,Matches
1539,Simone Lottici Tessadri,it ITA,MF,Cremonese,it Serie A,19,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1540,Tom Louchet,fr FRA,MF,Nice,fr Ligue 1,22,2003,15.2,,,,,,,,,,,,,,,,,,,,,Matches
1541,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18,2007,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1542,Sandi Lovrić,si SVN,MF,Udinese,it Serie A,27,1998,1.8,,,,,,,,,,,,,,,,,,,,,Matches
1543,Sandi Lovrić,si SVN,MF,Hellas Verona,it Serie A,27,1998,3.4,,,,,,,,,,,,,,,,,,,,,Matches
1544,Felipe Loyola,cl CHI,MF,Pisa,it Serie A,24,2000,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1545,Pol Lozano,es ESP,MF,Espanyol,es La Liga,25,1999,24.0,,,,,,,,,,,,,,,,,,,,,Matches
1546,Sergio Lozano,es ESP,MF,Levante,es La Liga,26,1999,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1547,Lucas,br BRA,"MF,DF",Burnley,eng Premier League,24,2001,15.7,,,,,,,,,,,,,,,,,,,,,Matches
1548,Lorenzo Lucca,it ITA,FW,Napoli,it Serie A,24,2000,4.5,,,,,,,,,,,,,,,,,,,,,Matches
1549,Lorenzo Lucca,it ITA,FW,Nottingham,eng Premier League,24,2000,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1550,Dimitri Lucea,fr FRA,DF,PSG,fr Ligue 1,18,2007,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1551,Jhon Lucumí,co COL,DF,Bologna,it Serie A,27,1998,25.4,,,,,,,,,,,,,,,,,,,,,Matches
1552,Oier Luengo,es ESP,DF,Oviedo,es La Liga,27,1997,2.5,,,,,,,,,,,,,,,,,,,,,Matches
1553,Florentino Luís,pt POR,MF,Burnley,eng Premier League,25,1999,23.4,,,,,,,,,,,,,,,,,,,,,Matches
1554,José Luis Gayà,es ESP,DF,Valencia,es La Liga,30,1995,27.2,,,,,,,,,,,,,,,,,,,,,Matches
1555,José Luis Morales,es ESP,MF,Levante,es La Liga,38,1987,4.0,,,,,,,,,,,,,,,,,,,,,Matches
1556,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,27,1998,6.7,,,,,,,,,,,,,,,,,,,,,Matches
1557,Douglas Luiz,br BRA,MF,Nottingham,eng Premier League,27,1998,3.5,,,,,,,,,,,,,,,,,,,,,Matches
1558,Romelu Lukaku,be BEL,FW,Napoli,it Serie A,32,1993,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1559,Castello Lukeba,fr FRA,DF,RB Leipzig,de Bundesliga,22,2002,24.2,,,,,,,,,,,,,,,,,,,,,Matches
1560,Dodi Lukebakio,be BEL,MF,Sevilla,es La Liga,27,1997,2.0,,,,,,,,,,,,,,,,,,,,,Matches
1561,Saša Lukić,rs SRB,MF,Fulham,eng Premier League,28,1996,19.3,,,,,,,,,,,,,,,,,,,,,Matches
1562,Kristoffer Lund,us USA,"DF,MF",Köln,de Bundesliga,23,2002,25.3,,,,,,,,,,,,,,,,,,,,,Matches
1563,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,26,1999,6.0,,,,,,,,,,,,,,,,,,,,,Matches
1564,Sebastiano Luperto,it ITA,DF,Cremonese,it Serie A,28,1996,14.5,,,,,,,,,,,,,,,,,,,,,Matches
1565,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,28,1996,19.0,,,,,,,,,,,,,,,,,,,,,Matches
1566,Iker Luque,es ESP,DF,Atlético Madrid,es La Liga,20,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1567,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21,2004,2.2,,,,,,,,,,,,,,,,,,,,,Matches
1568,Zito Luvumbo,ao ANG,"FW,MF",Mallorca,es La Liga,23,2002,5.6,,,,,,,,,,,,,,,,,,,,,Matches
1569,Zito Luvumbo,ao ANG,"MF,FW",Cagliari,it Serie A,23,2002,3.7,,,,,,,,,,,,,,,,,,,,,Matches
1570,Babis Lykogiannis,gr GRE,DF,Bologna,it Serie A,31,1993,7.0,,,,,,,,,,,,,,,,,,,,,Matches
1571,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26,1999,30.6,,,,,,,,,,,,,,,,,,,,,Matches
1572,Mathias Løvik,no NOR,MF,Parma,it Serie A,21,2003,5.2,,,,,,,,,,,,,,,,,,,,,Matches
1573,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23,2002,17.8,,,,,,,,,,,,,,,,,,,,,Matches
1574,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26,1998,29.5,,,,,,,,,,,,,,,,,,,,,Matches
1575,Tommaso Macchioni,it ITA,DF,Sassuolo,it Serie A,19,2006,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1576,Deiver Machado,co COL,"DF,MF",Nantes,fr Ligue 1,31,1993,10.1,,,,,,,,,,,,,,,,,,,,,Matches
1577,Deiver Machado,co COL,MF,Lens,fr Ligue 1,31,1993,3.0,,,,,,,,,,,,,,,,,,,,,Matches
1578,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,27,1997,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1579,Lanroy Machine,fr FRA,FW,Angers,fr Ligue 1,19,2005,5.8,,,,,,,,,,,,,,,,,,,,,Matches
1580,Shuto Machino,jp JPN,"FW,MF",Gladbach,de Bundesliga,25,1999,12.0,,,,,,,,,,,,,,,,,,,,,Matches
1581,Carlos Macià,es ESP,MF,Villarreal,es La Liga,16,2008,0.9,,,,,,,,,,,,,,,,,,,,,Matches
1582,James Maddison,eng ENG,"FW,MF",Tottenham,eng Premier League,28,1996,0.4,,,,,,,,,,,,,,,,,,,,,Matches
1583,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16,2009,1.7,,,,,,,,,,,,,,,,,,,,,Matches
1584,Noni Madueke,eng ENG,"FW,MF",Arsenal,eng Premier League,23,2002,13.5,,,,,,,,,,,,,,,,,,,,,Matches
1585,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28,1997,29.6,,,,,,,,,,,,,,,,,,,,,Matches
1586,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27,1997,30.6,,,,,,,,,,,,,,,,,,,,,Matches
1587,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,21,2003,10.9,,,,,,,,,,,,,,,,,,,,,Matches
1588,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27,1998,29.9,,,,,,,,,,,,,,,,,,,,,Matches
1589,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,25,1999,13.9,,,,,,,,,,,,,,,,,,,,,Matches
1590,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32,1993,18.4,,,,,,,,,,,,,,,,,,,,,Matches
1591,Arne Maier,de GER,MF,Augsburg,de Bundesliga,26,1999,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1592,Mike Maignan,fr FRA,GK,Milan,it Serie A,30,1995,36.6,,,,,,,,,,,,,,,,,,,,,Matches
1593,Linton Maina,de GER,"MF,FW",Köln,de Bundesliga,26,1999,11.4,,,,,,,,,,,,,,,,,,,,,Matches
1594,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30,1994,34.0,,,,,,,,,,,,,,,,,,,,,Matches
1595,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20,2005,18.5,,,,,,,,,,,,,,,,,,,,,Matches
1596,Ainsley Maitland-Niles,eng ENG,"DF,MF",Lyon,fr Ligue 1,27,1997,27.6,,,,,,,,,,,,,,,,,,,,,Matches
1597,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25,1999,9.6,,,,,,,,,,,,,,,,,,,,,Matches
1598,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27,1998,15.2,,,,,,,,,,,,,,,,,,,,,Matches
1599,Hamidou Makalou,ml MLI,MF,Brest,fr Ligue 1,19,2006,3.8,,,,,,,,,,,,,,,,,,,,,Matches
1600,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27,1998,20.0,,,,,,,,,,,,,,,,,,,,,Matches
1601,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,23,2001,13.1,,,,,,,,,,,,,,,,,,,,,Matches
1602,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18,2007,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1603,Said El Mala,de GER,"FW,MF",Köln,de Bundesliga,18,2006,21.7,,,,,,,,,,,,,,,,,,,,,Matches
1604,Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,25,1999,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1605,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24,2001,5.7,,,,,,,,,,,,,,,,,,,,,Matches
1606,Daniel Maldini,it ITA,FW,Lazio,it Serie A,23,2001,7.6,,,,,,,,,,,,,,,,,,,,,Matches
1607,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,23,2001,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1608,Youssef Maleh,ma MAR,MF,Cremonese,it Serie A,26,1998,12.2,,,,,,,,,,,,,,,,,,,,,Matches
1609,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,26,1998,5.1,,,,,,,,,,,,,,,,,,,,,Matches
1610,Donyell Malen,nl NED,"FW,MF",Aston Villa,eng Premier League,26,1999,7.3,,,,,,,,,,,,,,,,,,,,,Matches
1611,Donyell Malen,nl NED,FW,Roma,it Serie A,26,1999,16.3,,,,,,,,,,,,,,,,,,,,,Matches
1612,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32,1993,24.8,,,,,,,,,,,,,,,,,,,,,Matches
1613,Lennard Maloney,us USA,"DF,MF",Mainz 05,de Bundesliga,25,1999,5.4,,,,,,,,,,,,,,,,,,,,,Matches
1614,Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28,1997,7.8,,,,,,,,,,,,,,,,,,,,,Matches
1615,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,24,2000,9.6,,,,,,,,,,,,,,,,,,,,,Matches
1616,Felix Mambimbi,ch SUI,"FW,MF",Le Havre,fr Ligue 1,24,2001,5.9,,,,,,,,,,,,,,,,,,,,,Matches
1617,Aitor Mañas,es ESP,FW,Alavés,es La Liga,22,2003,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1618,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29,1996,34.0,,,,,,,,,,,,,,,,,,,,,Matches
1619,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31,1994,21.8,,,,,,,,,,,,,,,,,,,,,Matches
1620,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33,1991,26.9,,,,,,,,,,,,,,,,,,,,,Matches
1621,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28,1997,26.9,,,,,,,,,,,,,,,,,,,,,Matches
1622,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20,2005,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1623,Mateus Mane,pt POR,MF,Wolves,eng Premier League,17,2007,19.9,,,,,,,,,,,,,,,,,,,,,Matches
1624,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,27,1998,4.6,,,,,,,,,,,,,,,,,,,,,Matches
1625,Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,17,2008,0.2,,,,,,,,,,,,,,,,,,,,,Matches
1626,Brad Mantsounga,cg CGO,DF,Nice,fr Ligue 1,17,2007,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1627,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,19,2005,23.1,,,,,,,,,,,,,,,,,,,,,Matches
1628,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23,2002,13.6,,,,,,,,,,,,,,,,,,,,,Matches
1629,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22,2002,28.9,,,,,,,,,,,,,,,,,,,,,Matches
1630,Marcão,br BRA,DF,Sevilla,es La Liga,29,1996,10.4,,,,,,,,,,,,,,,,,,,,,Matches
1631,Solly March,eng ENG,MF,Brighton,eng Premier League,31,1994,0.5,,,,,,,,,,,,,,,,,,,,,Matches
1632,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28,1997,9.2,,,,,,,,,,,,,,,,,,,,,Matches
1633,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31,1993,9.0,,,,,,,,,,,,,,,,,,,,,Matches
1634,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30,1995,13.1,,,,,,,,,,,,,,,,,,,,,Matches
1635,Mariano,do DOM,FW,Alavés,es La Liga,31,1993,3.2,,,,,,,,,,,,,,,,,,,,,Matches
1636,Luca Marianucci,it ITA,DF,Torino,it Serie A,21,2004,6.4,,,,,,,,,,,,,,,,,,,,,Matches
1637,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21,2004,1.3,,,,,,,,,,,,,,,,,,,,,Matches
1638,Arkaitz Mariezkurrena,es ESP,FW,Real Sociedad,es La Liga,20,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1639,Marius Marin,ro ROU,MF,Pisa,it Serie A,26,1998,14.2,,,,,,,,,,,,,,,,,,,,,Matches
1640,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22,2003,16.7,,,,,,,,,,,,,,,,,,,,,Matches
1641,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23,2002,22.0,,,,,,,,,,,,,,,,,,,,,Matches
1642,Renato Marin,it ITA,GK,PSG,fr Ligue 1,19,2006,2.0,,,,,,,,,,,,,,,,,,,,,Matches
1643,João Mário Lopes,pt POR,"DF,MF",Bologna,it Serie A,25,2000,8.2,,,,,,,,,,,,,,,,,,,,,Matches
1644,João Mário Lopes,pt POR,MF,Juventus,it Serie A,25,2000,2.9,,,,,,,,,,,,,,,,,,,,,Matches
1645,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31,1994,23.8,,,,,,,,,,,,,,,,,,,,,Matches
1646,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26,1999,7.8,,,,,,,,,,,,,,,,,,,,,Matches
1647,Tomas Marques,es ESP,MF,Barcelona,es La Liga,18,2006,0.1,,,,,,,,,,,,,,,,,,,,,Matches
1648,Marquinhos,br BRA,DF,PSG,fr Ligue 1,31,1994,11.7,,,,,,,,,,,,,,,,,,,,,Matches
1649,Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,23,2001,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1650,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20,2004,0.7,,,,,,,,,,,,,,,,,,,,,Matches
1651,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23,2002,28.4,,,,,,,,,,,,,,,,,,,,,Matches
1652,Aarón Martín,es ESP,"MF,DF",Genoa,it Serie A,28,1997,24.0,,,,,,,,,,,,,,,,,,,,,Matches
1653,Carlos Martín,es ESP,"MF,FW",Rayo Vallecano,es La Liga,23,2002,5.0,,,,,,,,,,,,,,,,,,,,,Matches
1654,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23,2002,23.5,,,,,,,,,,,,,,,,,,,,,Matches
1655,Iván Martín,es ESP,MF,Girona,es La Liga,26,1999,28.1,,,,,,,,,,,,,,,,,,,,,Matches
1656,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19,2006,25.0,,,,,,,,,,,,,,,,,,,,,Matches
1657,Mario Martín,es ESP,"MF,FW",Getafe,es La Liga,21,2004,23.6,,,,,,,,,,,,,,,,,,,,,Matches
1658,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,24,2001,12.0,,,,,,,,,,,,,,,,,,,,,Matches
1659,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,22,2003,29.6,,,,,,,,,,,,,,,,,,,,,Matches
1660,Daniel Martinez,es ESP,DF,Atlético Madrid,es La Liga,21,2004,1.0,,,,,,,,,,,,,,,,,,,,,Matches
1661,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32,1992,31.5,,,,,,,,,,,,,,,,,,,,,Matches
1662,Joaquín Martínez Gauna,es ESP,"MF,DF",Sevilla,es La Liga,22,2003,15.6,,,,,,,,,,,,,,,,,,,,,Matches
1663,Josep Martinez,es ESP,GK,Inter,it Serie A,27,1998,5.0,,,,,,,,,,,,,,,,,,,,,Matches
1664,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27,1997,24.0,,,,,,,,,,,,,,,,,,,,,Matches
1665,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27,1998,13.7,,,,,,,,,,,,,,,,,,,,,Matches
1666,Pablo Martínez,es ESP,MF,Levante,es La Liga,27,1998,20.6,,,,,,,,,,,,,,,,,,,,,Matches
1667,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22,2002,1.1,,,,,,,,,,,,,,,,,,,,,Matches
1668,Toni Martínez,es ESP,FW,Alavés,es La Liga,28,1997,30.2,,,,,,,,,,,,,,,,,,,,,Matches
1669,Adam Marušić,me MNE,DF,Lazio,it Serie A,32,1992,30.9,,,,,,,,,,,,,,,,,,,,,Matches
1670,Omar Mascarell,gq EQG,"MF,DF",Mallorca,es La Liga,32,1993,24.9,,,,,,,,,,,,,,,,,,,,,Matches
1671,Adam Masina,ma MAR,DF,Torino,it Serie A,31,1994,2.6,,,,,,,,,,,,,,,,,,,,,Matches
1672,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24,2001,15.7,,,,,,,,,,,,,,,,,,,,,Matches
1673,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24,2001,27.0,,,,,,,,,,,,,,,,,,,,,Matches
1674,Franco Mastantuono,ar ARG,"MF,FW",Real Madrid,es La Liga,17,2007,11.5,,,,,,,,,,,,,,,,,,,,,Matches
1675,Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,31,1993,1.4,,,,,,,,,,,,,,,,,,,,,Matches
1676,Arthur Masuaku,cd COD,"DF,MF",Lens,fr Ligue 1,31,1993,2.5,,,,,,,,,,,,,,,,,,,,,Matches
1677,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32,1992,31.5,,,,,,,,,,,,,,,,,,,,,Matches
1678,Igor Matanović,hr CRO,FW,Freiburg,de Bundesliga,22,2003,17.5,,,,,,,,,,,,,,,,,,,,,Matches
1679,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22,2002,15.5,,,,,,,,,,,,,,,,,,,,,Matches
1680,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28,1997,24.6,,,,,,,,,,,,,,,,,,,,,Matches
1681,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,36,1988,29.6,,,,,,,,,,,,,,,,,,,,,Matches
1682,Rudy Matondo,fr FRA,MF,Paris FC,fr Ligue 1,17,2008,8.3,,,,,,,,,,,,,,,,,,,,,Matches
1683,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17,2008,6.8,,,,,,,,,,,,,,,,,,,,,Matches
1684,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23,2002,16.5,,,,,,,,,,,,,,,,,,,,,Matches
1685,Jean Mattéo Bahoya,fr FRA,"MF,FW",Frankfurt,de Bundesliga,20,2005,14.8,,,,,,,,,,,,,,,,,,,,,Matches
1686,Alan Matturro,uy URU,DF,Levante,es La Liga,20,2004,10.5,,,,,,,,,,,,,,,,,,,,,Matches
1687,Neal Maupay,fr FRA,"FW,MF",Marseille,fr Ligue 1,28,1996,0.0,,,,,,,,,,,,,,,,,,,,,Matches
1688,Neal Maupay,fr FRA,FW,Sevilla,es La Liga,28,1996,9.6,,,,,,,,,,,,,,,,,,,,,Matches
1689,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27,1997,28.2,,,,,,,,,,,,,,,,,,,,,Matches
1690,Christian Mawissa,fr FRA,"DF,MF",Monaco,fr Ligue 1,20,2005,13.2,,,,,,,,,,,,,,,,,,,,,Matches
1691,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20,2005,8.4,,,,,,,,,,,,,,,,,,,,,Matches
1692,Ezra Mayers,bb BRB,DF,West Ham,eng Premier League,18,2007,1.3,,,,,,,,,,,,,,,,,,,,,Matches
1693,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28,1997,11.8,,,,,,,,,,,,,,,,,,,,,Matches
1694,Senny Mayulu,fr FRA,"MF,FW",PSG,fr Ligue 1,19,2006,18.6,,,,,,,,,,,,,,,,,,,,,Matches
1695,Ibrahim Maza,dz ALG,MF,Leverkusen,de Bundesliga,19,2005,20.5,,,,,,,,,,,,,,,,,,,,,Matches
1696,Noussair Mazraoui,ma MAR,"DF,MF",Manchester Utd,eng Premier League,27,1997,10.9,,,,,,,,,,,,,,,,,,,,,Matches
1697,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29,1995,8.5,,,,,,,,,,,,,,,,,,,,,Matches
1698,Pasquale Mazzocchi,it ITA,MF,Napoli,it Serie A,30,1995,3.4,,,,,,,,,,,,,,,,,,,,,Matches
1699,Nathan Mbala,,"MF,FW",Metz,fr Ligue 1,17,2008,4.9,,,,,,,,,,,,,,,,,,,,,Matches
1700,Samuel Mbangula,be BEL,"MF,FW",Werder Bremen,de Bundesliga,21,2004,13.0,,,,,,,,,,,,,,,,,,,,,Matches
1701,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18,2006,6.3,,,,,,,,,,,,,,,,,,,,,Matches
1702,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26,1998,28.9,,,,,,,,,,,,,,,,,,,,,Matches
1703,Ibrahim Mbaye,sn SEN,"FW,MF",PSG,fr Ligue 1,17,2008,11.2,,,,,,,,,,,,,,,,,,,,,Matches
1704,Malick Mbaye,sn SEN,MF,Metz,fr Ligue 1,21,2004,3.3,,,,,,,,,,,,,,,,,,,,,Matches
1705,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,30,1994,10.6,,,,,,,,,,,,,,,,,,,,,Matches
1706,Bryan Mbeumo,cm CMR,"MF,FW",Manchester Utd,eng Premier League,25,1999,29.0,,,,,,,,,,,,,,,,,,,,,Matches
1707,Michel Mboula,ga GAB,"DF,MF",Metz,fr Ligue 1,22,2003,8.3,,,,,,,,,,,,,,,,,,,,,Matches
1708,Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,21,2003,11.7,,,,,,,,,,,,,,,,,,,,,Matches
1709,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25,2000,30.2,,,,,,,,,,,,,,,,,,,,,Matches
1710,James Mcatee,eng ENG,MF,Nottingham,eng Premier League,22,2002,3.3,,,,,,,,,,,,,,,,,,,,,Matches
1711,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,30,1994,23.7,,,,,,,,,,,,,,,,,,,,,Matches
1712,Weston McKennie,us USA,MF,Juventus,it Serie A,26,1998,31.5,,,,,,,,,,,,,,,,,,,,,Matches
1713,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26,1999,26.7,,,,,,,,,,,,,,,,,,,,,Matches
1714,Dwight McNeil,eng ENG,MF,Everton,eng Premier League,25,1999,13.0,,,,,,,,,,,,,,,,,,,,,Matches
1715,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28,1996,31.0,,,,,,,,,,,,,,,,,,,,,Matches
1716,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26,1999,15.2,,,,,,,,,,,,,,,,,,,,,Matches
1717,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,30,1994,1.6,,,,,,,,,,,,,,,,,,,,,Matches
1718,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21,2003,16.8,,,,,,,,,,,,,,,,,,,,,Matches
1719,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23,2001,22.0,,,,,,,,,,,,,,,,,,,,,Matches
1720,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,17,2007,5.9,,,,,,,,,,,,,,,,,,,,,Matches
1721,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22,2003,13.7,,,,,,,,,,,,,,,,,,,,,Matches
1722,Cléo Melieres,fr FRA,FW,Metz,fr Ligue 1,20,2005,0.3,,,,,,,,,,,,,,,,,,,,,Matches
1723,Nuno Mendes,pt POR,DF,PSG,fr Ligue 1,23,2002,14.0,,,,,,,,,,,,,,,,,,,,,Matches
1724,Brais Méndez,es ESP,"MF,FW",Real Sociedad,es La Liga,28,1997,18.4,,,,,,,,,,,,,,,,,,,,,Matches
1725,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20,2005,8.8,,,,,,,,,,,,,,,,,,,,,Matches
1726,Rodrigo Mendoza,es ESP,MF,Atlético Madrid,es La Liga,20,2005,4.8,,,,,,,,,,,,,,,,,,,,,Matches
1727,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21,2004,23.3,,,,,,,,,,,,,,,,,,,,,Matches
1728,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25,2000,18.0,,,,,,,,,,,,,,,,,,,,,Matches
1729,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,30,1995,2.3,,,,,,,,,,,,,,,,,,,,,Matches
1730,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24,2001,1.5,,,,,,,,,,,,,,,,,,,,,Matches
1731,Nobel Mendy,sn SEN,DF,Rayo Vallecano,es La Liga,20,2004,20.0,,,,,,,,,,,,,,,,,,,,,Matches
1732,Paul Mendy,sn SEN,FW,Cagliari,it Serie A,18,2007,3.7,,,,,,,,,,,,,,,,,,,,,Matches
1733,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27,1998,25.9,,,,,,,,,,,,,,,,,,,,,Matches
1734,Khalis Merah,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2007,12.6,,,,,,,,,,,,,,,,,,,,,Matches
1735,Alex Meret,it ITA,GK,Napoli,it Serie A,28,1997,10.9,,,,,,,,,,,,,,,,,,,,,Matches
1736,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,29,1996,11.5,,,,,,,,,,,,,,,,,,,,,Matches
